GO_1	GO_2	GO_1_Depth	GO_1_Leaf_Distance	GO_2_Depth	GO_2_Leaf_Distance	GO_1_to_GO_2_Hops_Undirected
GO:0002037	GO:0034763	7	1	5.0	1.0	3.0
GO:0001541	GO:0048856	4	0	2.0	1.0	2.0
GO:0008381	GO:0022839	5	1	6.0	1.0	2.0
GO:0035831	GO:1901362	6	0	4.0	1.0	2.0
GO:0031413	GO:0065007	3	0	1.0	2.0	2.0
GO:1900569	GO:0018130	4	0	4.0	1.0	3.0
GO:2000258	GO:1903318	5	1	7.0	1.0	2.0
GO:0034497	GO:0008104	5	0	3.0	1.0	2.0
GO:0050254	GO:0004703	4	0	5.0	0.0	3.0
GO:0097738	GO:0003006	3	0	2.0	1.0	3.0
GO:2000632	GO:1903799	7	0	6.0	0.0	2.0
GO:0015745	GO:0072348	4	0	4.0	1.0	4.0
GO:0055078	GO:0098771	8	1	6.0	2.0	2.0
GO:0015843	GO:0015695	6	1	5.0	1.0	2.0
GO:1905828	GO:0050994	5	1	5.0	2.0	2.0
GO:0043143	GO:0008104	5	0	3.0	1.0	2.0
GO:0098654	GO:0140513	2	0	2.0	1.0	2.0
GO:0005308	GO:0046943	4	1	4.0	1.0	3.0
GO:0004810	GO:0140101	8	1	4.0	1.0	6.0
GO:0006751	GO:1901575	5	0	3.0	1.0	3.0
GO:0001541	GO:0003006	4	0	2.0	1.0	2.0
GO:1990131	GO:1905360	2	0	3.0	1.0	3.0
GO:0033198	GO:1902074	4	2	3.0	2.0	3.0
GO:0006885	GO:0055080	8	3	6.0	1.0	2.0
GO:0010034	GO:1901698	4	1	3.0	1.0	3.0
GO:0015498	GO:0046943	4	0	4.0	1.0	3.0
GO:0071835	GO:0022414	8	0	1.0	1.0	7.0
GO:0072357	GO:0000164	5	0	5.0	0.0	2.0
GO:0034167	GO:0062207	7	1	5.0	2.0	2.0
GO:0070773	GO:0140096	5	0	2.0	1.0	4.0
GO:1902439	GO:1902075	5	0	4.0	1.0	3.0
GO:1903253	GO:1901607	5	0	5.0	1.0	4.0
GO:0061060	GO:0002683	6	0	4.0	1.0	3.0
GO:0034251	GO:0009894	6	2	4.0	2.0	2.0
GO:0015308	GO:0022853	5	0	4.0	1.0	3.0
GO:0019500	GO:1901565	4	0	4.0	1.0	2.0
GO:0034744	GO:1905360	2	0	3.0	1.0	3.0
GO:2000635	GO:1903799	7	0	6.0	0.0	2.0
GO:1901389	GO:0023057	7	1	4.0	1.0	5.0
GO:0019730	GO:0098542	3	1	3.0	1.0	2.0
GO:0043687	GO:0036211	6	1	4.0	2.0	2.0
GO:1902463	GO:0008104	5	0	3.0	1.0	2.0
GO:0032449	GO:0140535	2	0	2.0	1.0	2.0
GO:0005469	GO:0015297	7	0	5.0	1.0	3.0
GO:0042858	GO:0046394	5	0	5.0	1.0	2.0
GO:0010226	GO:1901700	5	1	3.0	1.0	4.0
GO:1990600	GO:0140656	4	0	4.0	0.0	2.0
GO:0015795	GO:0034219	6	0	3.0	1.0	2.0
GO:2001304	GO:0001676	4	1	5.0	1.0	3.0
GO:0003920	GO:0046857 	5	0			
